personId,teamName,minutes,threePointersMade,threePointersAttempted,twoPointersMade,twoPointersAttempted,freeThrowsMade,freeThrowsAttempted,reboundsOffensive,reboundsDefensive,assists,steals,blocks,turnovers,foulsPersonal,IS_WINNER
1631213,Nets,17:23,1,5,1,3,0,0,0,6,0,0,0,0,0,False
1630592,Nets,13:01,2,3,1,2,0,0,0,1,1,0,0,0,1,False
1630604,Nets,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1630533,Nets,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1628415,Suns,32:42,4,7,9,15,10,12,1,7,4,1,1,1,3,True
1626220,Suns,28:16,2,5,2,3,0,0,0,2,2,1,0,2,5,True
1631109,Suns,24:47,0,0,3,5,0,0,1,4,1,0,1,1,1,True
1628960,Suns,34:07,4,12,1,2,10,10,0,3,5,0,1,2,1,True
1631221,Suns,25:39,5,11,0,1,1,1,0,5,2,1,0,3,2,True
1630692,Suns,22:38,0,2,1,2,0,0,3,1,3,2,0,1,2,True
1642345,Suns,20:22,0,0,2,3,2,4,4,5,2,1,0,2,5,True
1631123,Suns,20:00,0,3,3,5,0,0,0,2,1,2,0,1,0,True
1642346,Suns,13:10,1,1,0,1,0,0,0,2,0,0,0,0,2,True
1630587,Suns,11:26,0,0,0,0,1,2,2,3,2,0,0,0,0,True
1642853,Suns,2:18,0,1,0,0,0,0,0,0,0,0,0,1,0,True
1628502,Suns,2:18,0,0,0,0,0,0,0,2,0,0,0,0,0,True
1642863,Suns,2:18,0,0,0,0,0,0,0,0,0,0,0,1,2,True
1630208,Suns,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1641709,Pistons,25:08,0,0,3,6,0,0,1,3,6,0,0,1,2,False
202699,Pistons,29:33,3,4,2,5,0,0,1,4,1,1,0,2,1,False
1631105,Pistons,28:17,0,0,10,11,3,3,4,9,4,0,1,1,0,False
1629130,Pistons,30:17,1,6,3,5,0,0,0,1,1,1,0,0,5,False
1630595,Pistons,33:39,2,9,6,13,8,10,1,2,7,3,0,2,1,False
1630191,Pistons,23:33,0,0,4,5,3,5,0,2,0,1,0,2,4,False
1631093,Pistons,7:21,0,1,0,2,0,0,0,2,0,0,0,0,0,False
1641842,Pistons,17:01,0,3,0,2,0,0,0,1,2,0,1,0,1,False
1629750,Pistons,11:20,0,2,0,1,0,0,1,1,0,1,0,0,3,False
1642450,Pistons,22:30,0,3,2,5,2,3,1,2,5,0,0,1,2,False
1630194,Pistons,3:47,0,0,1,2,0,0,0,0,0,1,0,0,0,False
1642404,Pistons,3:47,0,1,0,0,0,0,0,0,0,0,0,0,0,False
1641752,Pistons,3:47,0,0,0,1,0,0,0,1,0,0,0,0,0,False
1631204,Pistons,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1630183,Timberwolves,30:47,5,5,3,6,0,0,2,2,4,0,2,2,3,True
203944,Timberwolves,24:42,2,6,3,8,1,1,1,4,5,4,1,2,3,True
203497,Timberwolves,34:11,0,0,5,6,4,8,4,7,3,1,0,0,1,True
1630162,Timberwolves,34:37,4,10,5,7,4,5,0,5,5,2,1,3,1,True
1628978,Timberwolves,31:30,3,9,1,4,0,0,2,3,5,2,1,1,4,True
1629675,Timberwolves,28:43,4,8,2,2,2,4,1,6,2,0,1,2,3,True
1641740,Timberwolves,14:43,1,2,2,2,0,0,1,2,1,0,1,0,2,True
1630538,Timberwolves,23:28,3,6,0,3,0,0,4,0,1,2,0,5,3,True
204060,Timberwolves,3:28,0,0,0,1,0,0,0,0,0,0,0,0,0,True
1630548,Timberwolves,3:28,0,1,1,1,0,0,0,1,0,0,0,0,0,True
1631159,Timberwolves,3:28,0,0,0,0,0,0,0,0,0,0,0,0,1,True
1642866,Timberwolves,3:28,0,0,0,0,0,0,0,1,0,0,0,1,0,True
1642265,Timberwolves,3:28,0,0,1,2,0,0,0,0,0,1,0,3,0,True
1630598,Thunder,24:46,2,4,1,4,2,2,1,3,5,2,0,3,1,False
1631119,Thunder,26:60,1,3,1,3,0,0,0,4,1,1,0,0,0,False
1631096,Thunder,30:01,1,2,5,8,2,2,2,3,2,1,3,1,0,False
1629652,Thunder,27:17,1,2,1,5,0,0,2,2,2,0,0,0,3,False
1628983,Thunder,31:25,1,2,11,16,5,5,0,6,8,1,0,5,3,False
1630198,Thunder,25:10,2,6,0,1,0,0,0,3,3,3,1,1,1,False
1641717,Thunder,25:30,1,5,4,6,2,2,1,0,0,1,1,0,2,False
1629026,Thunder,18:05,1,2,2,4,0,0,1,2,1,1,0,2,1,False
1628392,Thunder,18:20,0,0,3,6,5,6,3,2,2,0,0,2,4,False
1642964,Thunder,4:09,0,0,1,1,0,0,1,0,0,0,0,0,0,False
1631172,Thunder,4:09,0,1,1,1,0,0,0,0,1,1,0,1,0,False
1642959,Thunder,4:09,1,4,0,0,2,3,0,0,2,0,0,0,0,False
