personId,teamName,minutes,threePointersMade,threePointersAttempted,twoPointersMade,twoPointersAttempted,freeThrowsMade,freeThrowsAttempted,reboundsOffensive,reboundsDefensive,assists,steals,blocks,turnovers,foulsPersonal,IS_WINNER
1642352,Heat,12:00,1,2,2,3,2,2,2,2,1,0,0,2,1,True
1642443,Heat,10:02,0,1,1,2,0,0,1,0,2,0,0,0,1,True
1642884,Heat,7:21,0,0,2,2,0,0,0,1,1,0,1,0,3,True
1631107,Heat,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1626181,Heat,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1630171,Bulls,25:29,0,3,3,4,3,4,1,2,0,0,0,2,1,False
1641824,Bulls,21:16,0,5,1,2,0,0,1,2,2,0,3,3,2,False
202696,Bulls,22:10,0,3,5,9,2,2,2,0,1,1,0,1,3,False
1629632,Bulls,29:30,0,6,4,7,8,8,0,4,3,0,0,4,2,False
1630245,Bulls,26:15,1,4,2,5,3,3,1,5,1,0,0,3,1,False
1631207,Bulls,27:35,2,3,1,4,0,1,2,4,3,1,1,1,1,False
1630172,Bulls,27:31,0,7,3,5,3,4,3,7,1,1,1,3,2,False
1641763,Bulls,22:31,2,5,1,6,2,2,2,1,0,1,0,0,1,False
1642530,Bulls,26:42,0,3,1,1,4,4,1,5,6,0,0,1,1,False
1642950,Bulls,11:01,1,2,1,3,4,6,2,2,1,1,1,0,2,False
1628989,Bulls,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1630200,Bulls,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1627742,Raptors,35:20,1,5,6,14,4,4,0,5,3,1,1,2,1,True
1630567,Raptors,34:13,1,3,4,9,3,6,2,7,4,2,4,4,3,True
1642867,Raptors,24:26,0,1,2,6,0,0,4,1,1,1,2,0,4,True
1629628,Raptors,27:58,2,6,4,6,7,9,2,4,4,0,1,3,2,True
1630193,Raptors,33:20,3,6,3,6,2,2,2,3,4,4,0,2,3,True
1630572,Raptors,30:21,4,7,2,2,4,4,1,5,0,1,0,4,4,True
1642347,Raptors,19:34,1,2,1,2,0,0,0,1,4,0,0,0,2,True
1642266,Raptors,17:48,0,2,1,1,5,5,1,0,1,1,0,0,3,True
1641711,Raptors,10:49,0,1,0,1,0,0,0,2,1,1,0,0,1,True
1642419,Raptors,3:43,0,1,0,1,0,0,1,0,0,0,0,1,0,True
1630534,Raptors,2:28,0,1,0,1,0,0,0,1,0,0,0,0,0,True
1642367,Raptors,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
202066,Raptors,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1642262,Jazz,20:22,1,1,3,4,1,2,1,1,0,1,0,0,3,False
1628374,Jazz,38:35,2,9,7,14,7,7,4,7,2,2,1,0,0,False
203994,Jazz,32:43,1,3,2,8,4,7,4,9,1,1,3,5,2,False
1642846,Jazz,26:31,0,2,1,8,2,2,1,10,2,1,1,3,5,False
1642268,Jazz,30:12,1,3,4,5,8,10,1,3,7,2,1,3,1,False
1629004,Jazz,30:01,2,6,0,1,2,2,0,1,3,1,0,2,2,False
201567,Jazz,15:17,0,3,2,4,0,0,3,2,2,0,0,1,1,False
1642383,Jazz,17:48,1,5,2,4,0,0,1,1,2,0,0,3,2,False
1641729,Jazz,19:06,0,3,1,3,2,2,0,2,0,2,0,4,3,False
1642271,Jazz,9:25,0,1,2,3,2,2,3,2,1,0,0,1,2,False
203937,Jazz,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1641707,Jazz,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1642273,Wizards,18:59,0,1,3,5,0,0,0,1,2,0,1,2,1,True
203114,Wizards,17:50,2,3,3,5,1,2,0,1,3,0,0,2,0,True
1628963,Wizards,18:43,1,1,6,7,0,0,2,4,2,1,1,0,2,True
1641731,Wizards,21:26,0,1,5,8,5,5,0,1,3,2,0,1,3,True
1642267,Wizards,22:46,2,6,0,1,0,0,0,2,6,0,0,1,2,True
1630264,Wizards,27:13,0,0,0,3,0,0,1,3,0,2,1,1,4,True
1642860,Wizards,30:10,4,8,2,7,2,2,3,3,6,1,0,1,3,True
1642364,Wizards,16:02,1,3,2,4,1,2,2,4,0,1,0,0,2,True
1642358,Wizards,27:18,2,5,5,8,1,2,1,0,4,1,0,7,2,True
1627746,Wizards,26:34,1,3,5,5,0,0,2,5,2,2,1,1,2,True
1630536,Wizards,12:59,0,0,2,4,1,2,2,5,3,0,0,1,1,True
1631103,Wizards,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1630551,Wizards,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
201942,Kings,32:32,1,1,9,15,11,12,0,2,5,0,1,3,1,False
1630173,Kings,9:16,1,1,1,6,0,0,3,1,0,0,0,1,0,False
1642875,Kings,27:24,1,1,5,8,1,2,3,3,1,1,2,2,4,False
1642363,Kings,28:57,0,0,1,3,4,4,2,1,4,2,0,1,2,False
203897,Kings,35:25,4,10,9,16,5,5,0,6,2,1,0,2,1,False
1642928,Kings,20:08,0,0,2,2,1,2,1,1,0,0,3,1,3,False
1628370,Kings,17:23,0,4,2,6,0,0,0,4,2,1,1,3,1,False
1631342,Kings,24:26,0,3,0,0,0,0,1,3,0,0,1,0,1,False
1642269,Kings,15:53,0,0,1,4,2,2,1,2,2,2,0,1,1,False
1629234,Kings,3:59,0,0,1,1,0,0,1,0,0,0,0,0,0,False
1641815,Kings,18:59,0,0,0,2,2,2,1,1,5,2,0,0,1,False
203926,Kings,5:38,1,1,0,0,0,0,0,0,0,0,0,0,0,False
1628384,Knicks,33:48,4,8,5,7,3,4,3,5,3,3,0,1,1,True
1628404,Knicks,36:19,3,4,5,7,1,1,0,4,2,0,1,0,3,True
1626157,Knicks,32:02,0,1,5,10,1,2,5,8,4,2,0,3,3,True
1628969,Knicks,30:08,0,6,5,6,0,0,0,0,2,1,0,0,1,True
1628973,Knicks,36:42,2,6,2,9,2,2,1,6,13,1,0,1,0,True
1642885,Knicks,5:25,1,1,0,0,0,0,0,0,0,0,0,1,3,True
1629013,Knicks,26:23,6,10,2,3,1,2,1,2,1,0,0,0,2,True
1629011,Knicks,23:16,0,0,0,1,0,0,3,4,1,0,1,1,0,True
1642278,Knicks,13:36,2,6,1,4,0,0,0,2,4,0,0,0,1,True
1630574,Knicks,0:47,0,0,0,1,0,0,0,0,0,0,0,0,1,True
1641998,Knicks,0:47,0,0,0,0,0,0,1,1,0,0,0,0,0,True
1641794,Knicks,0:47,0,0,0,1,0,0,0,0,0,0,0,0,0,True
203903,Knicks,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1627824,Knicks,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2544,Lakers,34:34,2,6,7,9,2,6,1,4,6,1,0,1,0,False
1631222,Lakers,23:16,1,6,1,1,0,0,0,2,2,1,1,2,3,False
1629028,Lakers,32:06,0,0,6,6,1,1,4,1,1,1,0,0,3,False
1629029,Lakers,36:53,5,14,5,9,5,6,0,15,8,0,0,3,2,False
203935,Lakers,30:14,1,4,1,5,2,2,0,0,3,1,0,2,1,False
1629216,Lakers,17:52,2,4,1,1,0,0,0,1,0,0,0,1,1,False
1629060,Lakers,28:60,1,5,4,6,0,0,0,3,1,0,0,1,0,False
1629637,Lakers,12:20,0,0,1,2,0,0,1,1,0,0,2,0,2,False
1629020,Lakers,19:49,0,3,0,1,1,2,1,1,0,1,0,0,2,False
1642261,Lakers,0:59,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1641733,Lakers,0:59,0,0,0,1,0,0,0,0,0,0,0,0,0,False
1628467,Lakers,0:59,0,0,0,0,1,2,0,1,0,0,0,0,0,False
1631166,Lakers,0:59,0,0,0,1,0,0,0,0,0,0,0,0,0,False
1630559,Lakers,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1628415,Suns,34:37,4,6,3,14,4,6,1,4,1,0,0,0,5,False
1626220,Suns,33:57,3,8,0,0,0,0,0,4,3,0,0,1,2,False
1631109,Suns,23:35,0,0,3,6,1,2,3,4,4,0,1,1,6,False
1628960,Suns,36:25,4,13,3,8,5,6,0,1,8,2,0,0,3,False
1631221,Suns,27:04,4,10,0,3,0,0,1,3,2,1,0,0,0,False
1630692,Suns,23:35,4,7,0,2,0,0,1,5,1,2,0,0,3,False
1642345,Suns,18:05,0,0,1,3,2,2,0,2,0,0,1,1,3,False
1631123,Suns,9:59,0,0,1,4,0,0,1,0,0,1,0,0,1,False
1642346,Suns,12:04,0,1,0,4,0,2,1,1,1,1,0,0,2,False
1630587,Suns,14:03,0,1,1,2,0,0,1,0,1,0,1,0,1,False
1642863,Suns,3:18,0,0,0,0,0,0,0,1,0,0,1,0,0,False
1642853,Suns,3:18,0,0,0,1,0,0,1,0,0,0,0,1,0,False
1628502,Suns,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1630208,Suns,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
202695,Clippers,29:57,1,5,8,15,6,10,3,5,5,0,0,2,1,True
1628381,Clippers,28:15,1,3,5,7,3,4,4,5,2,0,0,0,1,True
1627826,Clippers,33:19,0,0,5,5,4,9,3,17,1,0,1,1,2,True
1642920,Clippers,31:13,2,4,3,5,0,0,0,2,4,0,0,2,3,True
1627739,Clippers,30:15,0,2,2,6,4,5,1,4,3,1,0,5,5,True
201587,Clippers,22:14,1,4,0,0,0,0,1,7,2,0,0,2,2,True
201572,Clippers,20:46,1,2,2,5,1,1,1,0,3,0,1,0,3,True
1641757,Clippers,23:55,3,4,4,8,3,4,1,4,2,0,0,3,1,True
1642353,Clippers,14:12,0,0,3,6,0,0,1,2,1,0,0,1,0,True
1642949,Clippers,2:57,0,0,1,1,1,1,0,1,0,0,1,0,0,True
1641738,Clippers,2:57,0,0,1,1,0,0,0,1,2,1,0,1,0,True
203992,Clippers,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1630577,Spurs,30:59,2,6,1,1,3,3,0,8,1,0,0,0,4,True
203084,Spurs,28:41,1,3,1,2,2,4,2,3,1,0,0,1,1,True
1641705,Spurs,27:57,0,4,7,9,11,15,0,8,2,4,5,2,3,True
1630170,Spurs,27:32,2,5,5,8,0,0,0,2,3,0,0,2,1,True
1628368,Spurs,29:57,0,3,7,11,0,0,0,3,10,1,0,3,1,True
1642844,Spurs,27:37,1,5,5,7,2,4,0,6,5,1,1,2,3,True
1628436,Spurs,17:53,0,0,1,2,0,0,2,2,3,2,0,1,3,True
1629640,Spurs,25:12,1,2,4,7,3,4,3,7,1,0,0,3,3,True
1642868,Spurs,15:32,1,1,1,5,1,2,1,1,0,0,0,0,2,True
1629162,Spurs,2:10,0,0,0,0,0,0,0,0,1,0,0,0,0,True
1630649,Spurs,2:10,0,0,0,0,0,0,0,0,0,0,0,0,1,True
1630322,Spurs,2:10,0,0,0,0,0,0,0,0,0,0,0,1,0,True
1631127,Spurs,2:10,0,0,1,1,0,0,0,0,0,0,0,0,0,True
202687,Spurs,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
203482,Spurs,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1630217,Magic,37:11,1,2,9,15,4,4,1,3,4,1,0,2,4,False
1631094,Magic,35:04,1,1,5,11,6,8,2,8,4,1,0,4,1,False
1628976,Magic,19:22,0,2,1,5,0,0,0,2,0,2,0,0,5,False
1641710,Magic,29:48,2,5,2,7,1,1,0,1,2,2,0,2,3,False
1630591,Magic,32:27,1,6,1,7,0,0,1,5,6,1,1,4,1,False
1629021,Magic,7:50,2,4,1,2,0,0,0,0,0,0,0,0,1,False
1641783,Magic,27:51,1,5,2,4,0,0,0,5,3,1,0,1,0,False
1626145,Magic,9:29,0,0,0,0,0,0,0,1,2,0,0,0,0,False
1628371,Magic,14:46,1,2,3,4,0,0,1,0,1,2,0,0,2,False
1642869,Magic,13:16,0,2,3,3,1,1,1,1,2,1,0,0,1,False
1629048,Magic,8:36,0,0,2,2,0,0,0,2,0,0,0,0,1,False
1642859,Magic,2:10,0,0,1,1,1,1,0,0,0,0,0,0,0,False
1641724,Magic,2:10,1,1,0,0,0,0,0,0,0,0,0,0,0,False
1631321,Trail Blazers,31:51,3,7,2,2,2,3,1,4,2,2,0,3,2,False
1641739,Trail Blazers,29:38,2,7,3,6,0,0,2,2,1,0,0,2,3,False
1642270,Trail Blazers,26:58,1,3,2,7,1,1,4,8,5,0,4,0,4,False
203924,Trail Blazers,28:10,1,4,4,9,4,6,0,2,1,1,0,2,1,False
1631101,Trail Blazers,31:46,2,8,7,13,0,0,0,2,3,0,0,4,0,False
1641712,Trail Blazers,19:23,1,5,0,1,0,0,2,2,2,0,0,2,2,False
1631126,Trail Blazers,29:39,3,8,5,7,2,2,1,1,3,2,0,2,2,False
1629057,Trail Blazers,18:23,0,0,5,6,0,0,4,8,2,0,1,2,1,False
1631104,Trail Blazers,19:05,1,1,1,2,0,0,2,1,4,1,0,3,2,False
1642905,Trail Blazers,2:34,0,0,0,0,0,0,1,0,1,0,0,1,0,False
1631451,Trail Blazers,2:34,0,1,1,1,0,0,0,0,0,1,0,1,0,False
1630166,Trail Blazers,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1630703,Trail Blazers,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1631200,Trail Blazers,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1629680,Trail Blazers,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1642281,Cavaliers,29:30,4,4,3,8,0,0,1,2,6,0,0,4,0,True
1629731,Cavaliers,26:25,2,4,0,1,0,0,0,3,1,3,0,0,3,True
1628386,Cavaliers,29:30,0,1,16,22,8,12,6,11,5,2,4,0,0,True
1630241,Cavaliers,29:22,6,8,1,1,2,2,0,2,4,0,0,1,2,True
1628378,Cavaliers,31:28,2,7,4,8,0,0,0,0,9,2,1,3,3,True
1641854,Cavaliers,27:43,0,1,1,4,1,2,0,4,12,5,2,1,2,True
1641772,Cavaliers,21:28,0,2,5,6,2,2,0,1,0,1,0,0,1,True
1628418,Cavaliers,13:34,1,4,3,4,1,1,0,1,0,0,0,2,3,True
1628366,Cavaliers,16:26,1,2,0,0,0,0,0,3,2,1,0,0,1,True
1626204,Cavaliers,9:27,0,1,0,1,0,0,1,2,0,1,0,1,0,True
1642400,Cavaliers,2:34,0,0,1,1,0,0,2,0,1,0,0,0,0,True
1642878,Cavaliers,2:34,0,0,0,1,0,0,0,0,1,0,0,1,0,True
1642461,Nuggets,27:39,2,2,0,0,0,0,1,1,0,1,0,1,5,False
1631212,Nuggets,37:23,5,7,6,10,2,4,0,5,3,1,1,4,3,False
203999,Nuggets,29:22,1,2,5,7,3,4,2,5,8,1,0,6,2,False
1629618,Nuggets,18:07,1,1,2,2,0,0,1,1,1,0,0,1,0,False
1627750,Nuggets,35:06,1,8,3,8,3,4,0,5,12,1,1,1,1,False
203501,Nuggets,25:17,0,4,0,2,3,4,0,6,0,3,1,1,2,False
202685,Nuggets,13:19,1,2,5,9,0,0,2,1,2,0,1,2,3,False
1628971,Nuggets,21:46,2,4,0,2,3,4,1,2,0,0,0,0,3,False
1631124,Nuggets,22:28,2,4,1,2,1,2,1,3,3,2,0,1,0,False
1641747,Nuggets,3:11,0,0,1,1,0,0,0,0,0,0,0,0,0,False
1630192,Nuggets,3:11,0,0,0,1,0,0,0,1,0,0,0,0,1,False
1641816,Nuggets,3:11,1,1,0,0,2,2,0,1,0,0,0,0,0,False
1629652,Thunder,32:17,2,6,0,3,0,0,1,3,1,0,0,1,3,True
1631096,Thunder,28:08,1,7,2,3,7,8,0,4,1,0,3,1,2,True
1628392,Thunder,21:32,0,0,2,4,0,0,2,3,1,1,0,3,4,True
1641717,Thunder,29:49,7,11,2,3,2,3,3,3,0,2,0,0,1,True
1628983,Thunder,33:26,1,2,10,14,11,13,1,4,13,2,1,4,2,True
1630598,Thunder,25:00,3,6,2,3,1,2,1,5,0,2,1,1,3,True
1631119,Thunder,24:22,2,3,1,2,0,0,2,3,4,3,1,1,3,True
1629026,Thunder,17:44,0,2,2,4,1,1,2,0,2,2,0,1,0,True
1630198,Thunder,22:38,3,9,0,0,0,0,0,2,1,0,0,1,1,True
1642964,Thunder,2:33,0,0,0,0,0,0,0,0,0,0,0,0,2,True
1631172,Thunder,2:31,0,2,0,1,0,0,0,0,0,0,0,0,0,True
1627936,Thunder,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
