personId,teamName,minutes,threePointersMade,threePointersAttempted,twoPointersMade,twoPointersAttempted,freeThrowsMade,freeThrowsAttempted,reboundsOffensive,reboundsDefensive,assists,steals,blocks,turnovers,foulsPersonal,IS_WINNER
1641709,Pistons,23:53,0,0,5,9,0,0,2,4,3,2,1,0,1,True
202699,Pistons,33:32,2,4,2,9,1,1,1,5,3,0,0,2,3,True
1631105,Pistons,30:55,0,0,6,10,7,8,4,9,1,1,0,1,1,True
1629130,Pistons,25:25,6,9,1,3,0,0,1,2,2,0,0,1,4,True
1630595,Pistons,38:07,2,6,7,13,9,11,0,2,10,1,0,5,5,True
1627747,Pistons,20:07,0,3,2,3,0,0,1,1,3,1,1,0,3,True
1630191,Pistons,23:13,0,1,3,6,5,6,2,4,3,1,1,0,3,True
1641842,Pistons,15:11,1,3,2,3,0,0,0,4,0,1,1,0,2,True
1642450,Pistons,15:55,0,1,2,7,2,2,1,0,0,1,0,0,5,True
1629750,Pistons,13:42,1,2,1,2,2,2,0,0,2,1,0,0,0,True
1630194,Pistons,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1631204,Pistons,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1631212,Nuggets,37:47,0,1,4,10,9,11,1,2,2,2,3,3,3,False
1631128,Nuggets,25:33,0,1,2,5,2,2,0,0,2,0,0,0,3,False
203999,Nuggets,32:55,3,5,6,14,3,3,4,11,4,2,1,5,3,False
1629618,Nuggets,10:21,0,4,0,1,0,0,0,1,1,0,1,0,1,False
1627750,Nuggets,36:56,4,8,4,9,12,13,0,1,8,0,2,0,0,False
203501,Nuggets,27:30,1,4,0,3,3,4,0,2,0,0,0,0,2,False
202685,Nuggets,21:36,0,0,4,4,3,5,4,7,1,1,3,1,4,False
1628971,Nuggets,23:21,1,3,2,2,3,3,1,1,0,2,0,0,3,False
1631124,Nuggets,23:26,1,4,5,5,2,2,2,6,2,0,0,1,0,False
1630192,Nuggets,0:35,0,0,0,0,0,0,0,0,0,0,0,0,1,False
1641747,Nuggets,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1641816,Nuggets,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1642277,Pacers,28:53,2,7,4,4,0,2,1,6,6,0,0,2,3,False
1641716,Pacers,31:58,1,7,7,10,7,9,0,6,4,1,0,8,3,False
1630643,Pacers,24:49,2,4,3,5,0,0,3,3,3,0,0,1,3,False
1641767,Pacers,28:37,1,4,2,3,1,1,0,1,1,0,0,2,1,False
1642880,Pacers,35:52,2,4,2,5,2,2,1,5,8,0,0,1,1,False
1643007,Pacers,29:59,2,6,0,1,0,0,0,1,4,1,0,0,1,False
1630543,Pacers,23:11,0,0,4,6,3,6,2,8,1,1,1,1,2,False
1630679,Pacers,19:23,2,4,2,4,1,1,0,0,3,0,1,0,3,False
1631245,Pacers,17:18,2,3,7,7,4,6,0,1,3,3,0,0,1,False
1631097,Pacers,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
204456,Pacers,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1629614,Pacers,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1630174,Pacers,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1630695,Pacers,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1627783,Pacers,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1642262,Jazz,40:10,0,0,6,8,2,2,2,4,3,3,0,1,2,True
1628374,Jazz,26:53,2,7,8,12,5,6,0,3,2,0,0,1,1,True
1642271,Jazz,35:37,1,2,5,10,3,4,2,14,5,3,1,4,5,True
1642846,Jazz,40:03,2,4,5,6,3,6,2,2,1,3,3,1,2,True
1642268,Jazz,48:00,0,3,6,13,5,8,0,5,22,3,0,2,4,True
1641729,Jazz,29:30,4,7,4,7,0,0,0,1,5,0,0,0,3,True
1629004,Jazz,19:47,4,6,3,3,0,0,0,3,0,1,0,0,0,True
1641718,Jazz,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1631117,Jazz,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
201567,Jazz,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
203994,Jazz,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1642273,Wizards,26:00,0,1,3,7,2,2,0,2,3,1,1,0,5,False
203114,Wizards,22:22,2,4,3,7,0,0,0,2,2,0,0,2,2,False
1642259,Wizards,24:31,1,3,3,8,2,4,3,6,3,1,0,2,3,False
1641731,Wizards,24:25,1,3,0,1,0,2,0,2,2,1,0,1,1,False
1642267,Wizards,24:32,3,7,1,3,3,6,0,2,1,0,0,2,1,False
1630551,Wizards,20:20,0,3,1,4,0,2,2,2,0,0,1,1,2,False
1642860,Wizards,25:18,2,5,3,6,5,6,1,5,1,0,0,2,1,False
1642358,Wizards,23:35,1,1,3,7,5,6,0,4,4,1,0,0,4,False
1628963,Wizards,15:47,0,0,4,7,3,4,2,4,1,0,0,1,1,False
1630536,Wizards,18:30,1,3,3,5,0,0,1,3,1,0,1,2,2,False
1630264,Wizards,7:15,0,0,0,0,0,0,0,0,0,2,0,0,0,False
1627746,Wizards,7:25,0,1,0,0,0,0,1,0,1,0,0,0,0,False
1631103,Wizards,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1628404,Knicks,21:48,1,3,0,0,1,2,0,7,7,0,0,0,0,True
1628384,Knicks,27:05,3,6,3,5,4,5,0,4,2,1,1,1,2,True
1626157,Knicks,26:23,1,4,6,12,4,6,2,13,3,2,0,1,1,True
1628969,Knicks,25:38,3,4,5,6,4,5,3,1,5,0,2,1,3,True
1628973,Knicks,31:13,1,6,6,10,6,7,0,1,4,2,0,0,2,True
1629013,Knicks,20:59,4,6,1,2,0,0,0,0,1,0,0,0,0,True
1630574,Knicks,21:37,1,2,4,4,1,1,1,8,1,0,2,2,5,True
1642885,Knicks,4:13,1,1,1,1,0,0,1,0,1,0,0,0,0,True
203903,Knicks,21:15,1,2,4,6,1,1,0,0,2,0,0,1,4,True
1642278,Knicks,20:51,1,2,0,5,0,0,0,4,6,0,0,2,2,True
1641794,Knicks,9:29,0,1,0,0,0,0,1,2,1,1,0,0,2,True
1641998,Knicks,9:29,0,0,0,2,0,0,1,1,1,0,0,1,1,True
1627824,Knicks,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1629008,Nets,32:13,0,9,7,9,7,9,1,9,3,1,0,3,3,False
1641730,Nets,20:58,0,4,3,3,0,0,0,4,2,0,0,2,1,False
1629651,Nets,22:17,0,0,5,7,0,2,3,2,2,0,0,0,3,False
1642849,Nets,24:45,1,3,2,6,0,0,2,3,4,0,0,2,1,False
1642856,Nets,26:56,3,8,1,3,0,0,0,2,2,1,0,6,0,False
1630533,Nets,24:27,3,6,4,5,0,0,0,2,3,1,0,1,5,False
1642879,Nets,16:53,1,2,0,2,0,0,0,1,2,0,0,1,1,False
1630560,Nets,23:28,1,4,2,3,1,2,0,0,2,0,0,2,0,False
1630549,Nets,25:43,0,0,9,12,1,1,10,4,5,3,0,1,4,False
1642874,Nets,18:38,1,5,2,3,0,0,0,4,3,1,0,1,2,False
1642962,Nets,3:42,0,0,0,0,0,0,0,1,0,0,0,1,1,False
1629611,Nets,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1631213,Nets,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1630592,Nets,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2544,Lakers,29:52,0,3,10,13,5,7,1,2,7,3,0,1,1,True
1631222,Lakers,21:55,1,2,6,7,3,6,1,4,0,1,0,1,1,True
1629028,Lakers,27:38,0,0,3,5,1,2,2,6,3,1,0,1,3,True
203935,Lakers,17:55,0,2,3,3,0,0,2,1,1,1,0,1,2,True
1629029,Lakers,28:49,4,11,4,7,4,6,1,5,5,1,0,5,1,True
1629216,Lakers,15:50,0,2,0,1,0,0,0,1,1,2,0,0,0,True
1629637,Lakers,14:38,0,0,3,3,3,4,1,0,2,1,0,0,1,True
1629060,Lakers,25:35,1,2,1,1,0,0,0,3,0,1,0,1,0,True
1629020,Lakers,19:07,0,1,2,2,2,4,1,4,3,0,0,0,0,True
1630559,Lakers,20:38,1,5,2,4,8,10,0,4,1,2,0,2,3,True
1631166,Lakers,5:44,0,1,1,2,0,0,1,1,0,0,0,0,0,True
1642355,Lakers,4:36,0,0,2,3,0,0,0,0,1,1,0,0,0,True
1642261,Lakers,4:36,0,2,2,3,0,0,0,0,1,0,0,0,1,True
1628467,Lakers,3:07,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1642066,Heat,21:58,2,3,3,5,2,2,0,6,0,2,0,0,1,False
1631323,Heat,33:39,2,8,5,7,2,2,2,4,2,0,1,0,2,False
1628389,Heat,30:13,0,3,4,13,8,8,2,12,1,1,0,3,3,False
1641796,Heat,35:45,0,3,7,9,4,4,1,3,5,0,0,3,1,False
1630558,Heat,28:04,0,1,2,4,0,0,1,0,10,0,0,1,3,False
1631170,Heat,27:32,1,3,8,14,2,3,2,6,3,0,0,2,2,False
1642276,Heat,17:47,1,3,3,7,0,2,2,6,0,0,0,0,0,False
1630696,Heat,18:33,0,2,1,3,0,0,0,1,2,1,0,1,2,False
1642857,Heat,16:07,1,3,0,1,2,2,2,1,2,2,0,1,1,False
1631107,Heat,7:36,1,3,0,0,2,2,0,2,0,0,0,0,0,False
1642443,Heat,1:23,0,0,1,1,1,1,0,0,0,0,0,0,0,False
1642352,Heat,1:23,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1629639,Heat,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1626181,Heat,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
203952,Heat,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1642258,Hawks,22:55,1,4,2,3,0,2,0,7,2,1,0,1,1,True
1630552,Hawks,36:17,3,7,9,13,2,4,0,11,11,0,0,2,4,True
1631132,Hawks,11:05,0,1,0,2,2,2,1,1,0,0,0,1,3,True
1630700,Hawks,21:34,0,0,1,4,0,0,0,1,5,1,0,1,2,True
1629638,Hawks,31:23,3,12,5,9,0,0,1,4,7,1,0,0,2,True
1630557,Hawks,27:36,2,7,3,6,1,1,1,3,4,0,0,0,0,True
203468,Hawks,26:24,6,9,4,9,0,0,1,3,2,0,0,2,0,True
1631243,Hawks,21:39,1,2,1,2,1,2,3,3,2,3,1,1,3,True
1642854,Hawks,16:39,0,1,3,3,2,2,0,2,0,1,0,1,3,True
1628379,Hawks,23:05,4,6,0,0,0,0,1,4,1,0,1,0,3,True
1630811,Hawks,1:23,1,1,0,0,0,0,0,0,0,0,0,0,1,True
1630168,Hawks,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1642843,Mavericks,36:43,2,4,10,20,10,11,1,8,6,0,2,1,1,False
1628997,Mavericks,29:06,1,2,4,8,2,4,0,5,3,0,0,0,2,False
1629655,Mavericks,24:43,0,0,4,5,2,4,4,8,1,1,2,2,1,False
1631108,Mavericks,30:25,2,9,2,4,0,0,0,2,3,1,0,0,0,False
1630230,Mavericks,31:23,1,5,3,10,0,0,2,6,3,0,0,1,1,False
1630619,Mavericks,14:57,0,0,2,4,0,0,4,1,0,0,0,1,2,False
202691,Mavericks,20:09,1,4,0,1,1,1,0,1,1,0,0,0,1,False
1630702,Mavericks,17:34,1,3,1,1,2,2,0,2,0,1,0,1,0,False
1642948,Mavericks,11:47,1,2,0,2,0,0,0,0,3,0,0,1,0,False
1642939,Mavericks,12:07,0,2,0,0,0,0,0,3,1,0,0,1,2,False
203939,Mavericks,11:07,0,1,2,2,0,0,2,0,0,1,0,1,1,False
1630314,Mavericks,,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1627759,Celtics,37:23,2,5,13,24,1,2,1,10,3,1,0,3,4,True
1630573,Celtics,26:07,3,7,1,1,0,0,0,5,0,1,1,0,5,True
1629674,Celtics,27:60,0,0,4,6,0,0,0,8,3,1,1,1,4,True
1631248,Celtics,28:19,1,3,0,2,0,0,1,6,3,1,1,0,2,True
1628401,Celtics,38:28,1,8,3,5,2,2,2,0,8,0,0,3,0,True
1630568,Celtics,20:00,4,4,2,4,0,0,4,0,1,2,1,0,2,True
1630202,Celtics,34:31,2,8,10,12,0,0,0,4,7,0,0,2,1,True
1641775,Celtics,10:30,0,1,0,0,0,0,0,0,0,0,0,0,1,True
1642864,Celtics,16:42,0,3,1,3,0,1,2,4,2,1,0,0,1,True
1628449,Celtics,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1631169,Celtics,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1629014,Celtics,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1630214,Celtics,,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1629599,Bucks,21:57,0,0,1,3,0,0,0,1,2,1,0,0,2,True
1628398,Bucks,31:06,3,5,9,17,4,7,3,7,6,1,0,1,1,True
1626167,Bucks,22:57,2,3,3,7,3,4,1,3,1,2,1,4,3,True
