player_id,full_name,team_name,team_abbr,position,salary
1628379,Luke Kennard,Hawks,ATL,Guard,11000000
1631117,Walker Kessler,Jazz,UTA,Center,4878938
1630557,Corey Kispert,Hawks,ATL,Forward,13975000
1628467,Maxi Kleber,Lakers,LAL,Forward,11000000
1641752,Bobi Klintman,Pistons,DET,Forward,1955377
1642261,Dalton Knecht,Lakers,LAL,Forward,4010160
1642851,Kon Knueppel,Hornets,CHA,Guard-Forward,10015680
1642278,Tyler Kolek,Knicks,NYK,Guard,2191897
1629723,John Konchar,Grizzlies,MEM,Guard,6165000
1628436,Luke Kornet,Spurs,SAS,Center-Forward,11000000
1630249,Vít Krejčí,Hawks,ATL,Guard,2349578
1630228,Jonathan Kuminga,Warriors,GSW,Forward,22500000
1628398,Kyle Kuzma,Bucks,MIL,Forward,22410605
1631222,Jake LaRavia,Lakers,LAL,Forward,6000000
203897,Zach LaVine,Kings,SAC,Guard,47499660
1629111,Jock Landale,Grizzlies,MEM,Center,2296274
1642404,Chaz Lanier,Pistons,DET,Guard,1372870
1641796,Pelle Larsson,Heat,MIA,Guard,1955377
1630639,A.J. Lawson,Raptors,TOR,Guard,0
1627747,Caris LeVert,Pistons,DET,Guard,14104000
202695,Kawhi Leonard,Clippers,LAC,Forward,50000000
1642502,Malevy Leons,Warriors,GSW,Guard,0
1630604,E.J. Liddell,Nets,BKN,Forward,706898
203081,Damian Lillard,Trail Blazers,POR,Guard,14104000
1641726,Dereck Lively II,Mavericks,DAL,Center,5253360
1630587,Isaiah Livers,Suns,PHX,Forward,0
1641753,Chris Livingston,Cavaliers,CLE,Forward,0
1626172,Kevon Looney,Pelicans,NOP,Forward,8000000
201572,Brook Lopez,Clippers,LAC,Center,8750000
1631126,Caleb Love,Trail Blazers,POR,Guard,0
201567,Kevin Love,Jazz,UTA,Forward-Center,4150000
200768,Kyle Lowry,76ers,PHI,Guard,2296274
1642863,Khaman Maluach,Suns,PHX,Center,6016080
1630572,Sandro Mamukelashvili,Raptors,TOR,Forward-Center,2461463
1629611,Terance Mann,Nets,BKN,Guard-Forward,15500000
1630544,Tre Mann,Hornets,CHA,Guard,8000000
1628374,Lauri Markkanen,Jazz,UTA,Forward-Center,46394100
1630230,Naji Marshall,Mavericks,DAL,Forward,9000000
1642918,Alijah Martin,Raptors,TOR,Guard,0
1628997,Caleb Martin,Mavericks,DAL,Forward,9594044
1631213,Tyrese Martin,Nets,BKN,Forward,2191897
1642942,Jahmai Mashack,Grizzlies,MEM,Guard,0
1631097,Bennedict Mathurin,Pacers,IND,Guard-Forward,9187573
1631255,Karlo Matković,Pelicans,NOP,Forward-Center,1955377
1630178,Tyrese Maxey,76ers,PHI,Guard,37958760
1643024,Chris Mañon,Lakers,LAL,Guard,0
1630540,Miles McBride,Knicks,NYK,Guard,4333333
1642272,Jared McCain,76ers,PHI,Guard,4221360
203468,CJ McCollum,Hawks,ATL,Guard,30666666
204456,T.J. McConnell,Pacers,IND,Guard,10200000
1641755,Kevin McCullar Jr.,Knicks,NYK,Guard,0
1630183,Jaden McDaniels,Timberwolves,MIN,Forward,24393104
203926,Doug McDermott,Kings,SAC,Forward,2296274
1631121,Bryce McGowens,Pelicans,NOP,Guard,0
1629162,Jordan McLaughlin,Spurs,SAS,Guard,2296274
1642862,Liam McNeeley,Hornets,CHA,Forward,2763960
1629001,De'Anthony Melton,Warriors,GSW,Guard,3080921
1630241,Sam Merrill,Cavaliers,CLE,Guard,8482144
203114,Khris Middleton,Wizards,WAS,Forward,33296296
1641706,Brandon Miller,Hornets,CHA,Forward,11968800
1641801,Emanuel Miller,Bulls,CHI,Forward,0
1641757,Jordan Miller,Clippers,LAC,Guard,0
1631159,Leonard Miller,Timberwolves,MIN,Forward,2221677
